pickup_location,destination,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,distance_km,duration_minutes,traffic_level,weather_condition,transport_type,pickup_hour,is_weekend,fare_ngn
Oshodi,Berger,6.5489,3.3286,6.642,3.343,15.04,50.6,heavy,cloudy,keke,2,1,3175.0
Oshodi,Ajah,6.5489,3.3286,6.4683,3.6015,43.3,99.9,moderate,thunderstorm,bolt,9,0,12818.0
Ikeja,Lekki,6.6018,3.3515,6.4474,3.5562,37.65,65.2,low,rainy,taxi,0,1,9651.0
Surulere,Murtala Muhammed Airport,6.4969,3.355,6.5774,3.3212,12.85,87.5,gridlock,cloudy,bolt,6,1,9707.0
Surulere,Murtala Muhammed Airport,6.4969,3.355,6.5774,3.3212,12.88,21.9,low,sunny,danfo,2,0,999.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,26.77,59.1,moderate,rainy,uber,11,0,7477.0
Surulere,Murtala Muhammed Airport,6.4969,3.355,6.5774,3.3212,11.19,30.5,moderate,sunny,bolt,13,0,3412.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,23.16,63.6,moderate,rainy,taxi,17,0,8004.0
Murtala Muhammed Airport,Surulere,6.5774,3.3212,6.4969,3.355,13.22,52.8,heavy,sunny,brt,0,1,1194.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,22.64,40.0,low,thunderstorm,taxi,7,0,6255.0
Berger,Yaba,6.642,3.343,6.5158,3.3892,20.91,80.1,heavy,cloudy,taxi,13,1,7292.0
Victoria Island,Ojota,6.4281,3.4219,6.582,3.388,24.4,48.6,low,sunny,brt,8,0,1432.0
Yaba,CMS (Marina),6.5158,3.3892,6.4549,3.3886,9.42,15.2,low,sunny,danfo,22,0,771.0
Victoria Island,Ojota,6.4281,3.4219,6.582,3.388,21.65,48.6,moderate,sunny,taxi,1,0,5646.0
Victoria Island,Ajah,6.4281,3.4219,6.4683,3.6015,23.78,148.8,gridlock,cloudy,uber,13,0,14268.0
Oshodi,Murtala Muhammed Airport,6.5489,3.3286,6.5774,3.3212,3.91,15.1,heavy,sunny,taxi,12,0,1830.0
Maryland,Ojota,6.5783,3.3676,6.582,3.388,3.22,6.4,low,cloudy,danfo,7,1,492.0
Ajah,Berger,6.4683,3.6015,6.642,3.343,40.25,79.1,low,sunny,danfo,11,0,2722.0
Oshodi,Yaba,6.5489,3.3286,6.5158,3.3892,9.71,16.4,low,rainy,taxi,10,0,2365.0
Surulere,Yaba,6.4969,3.355,6.5158,3.3892,5.05,11.4,moderate,cloudy,brt,6,1,510.0
Berger,Murtala Muhammed Airport,6.642,3.343,6.5774,3.3212,10.35,34.5,heavy,sunny,taxi,15,0,4287.0
Victoria Island,Surulere,6.4281,3.4219,6.4969,3.355,12.31,83.0,gridlock,sunny,danfo,18,0,2856.0
Ikeja,Lekki,6.6018,3.3515,6.4474,3.5562,36.01,69.0,low,cloudy,bolt,14,1,7782.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,3.84,10.9,moderate,sunny,bolt,6,0,1912.0
Oshodi,Victoria Island,6.5489,3.3286,6.4281,3.4219,23.53,52.7,moderate,cloudy,bolt,16,1,7648.0
Ikoyi,Berger,6.4541,3.435,6.642,3.343,32.04,176.5,gridlock,sunny,uber,4,0,18700.0
Maryland,Yaba,6.5783,3.3676,6.5158,3.3892,8.64,15.1,low,sunny,uber,22,1,2739.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,9.72,56.4,gridlock,cloudy,uber,2,0,6753.0
Ajah,Ojota,6.4683,3.6015,6.582,3.388,35.62,55.2,low,sunny,uber,19,0,7009.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,21.41,82.4,heavy,thunderstorm,keke,0,0,5634.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,24.4,74.3,heavy,cloudy,brt,17,1,2396.0
Murtala Muhammed Airport,Ikeja,6.5774,3.3212,6.6018,3.3515,5.92,17.8,heavy,cloudy,taxi,5,0,2238.0
Oshodi,Lekki,6.5489,3.3286,6.4474,3.5562,33.55,80.2,moderate,rainy,danfo,18,1,4014.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,8.58,19.6,moderate,sunny,danfo,18,0,997.0
Ojota,Ikoyi,6.582,3.388,6.4541,3.435,21.59,140.7,gridlock,sunny,bolt,12,0,12414.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,12.96,50.6,heavy,sunny,danfo,9,1,1749.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,5.29,13.2,moderate,sunny,taxi,14,0,1617.0
CMS (Marina),Ajah,6.4549,3.3886,6.4683,3.6015,28.52,69.0,moderate,cloudy,uber,15,1,9941.0
Yaba,Murtala Muhammed Airport,6.5158,3.3892,6.5774,3.3212,13.87,32.3,moderate,cloudy,bolt,6,0,4625.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,7.98,31.6,heavy,cloudy,bolt,2,0,4067.0
Ikoyi,Ikeja,6.4541,3.435,6.6018,3.3515,27.04,69.9,moderate,cloudy,uber,7,0,8954.0
Ojota,Berger,6.582,3.388,6.642,3.343,10.57,37.2,heavy,sunny,uber,13,0,4373.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,18.0,31.3,low,rainy,taxi,15,1,4635.0
Lekki,Victoria Island,6.4474,3.5562,6.4281,3.4219,19.05,63.0,heavy,cloudy,bolt,16,0,7694.0
Maryland,Surulere,6.5783,3.3676,6.4969,3.355,10.96,19.1,low,sunny,uber,23,0,3313.0
Yaba,Victoria Island,6.5158,3.3892,6.4281,3.4219,12.45,42.8,heavy,sunny,keke,15,1,2977.0
Yaba,Ojota,6.5158,3.3892,6.582,3.388,9.36,21.0,moderate,rainy,taxi,6,0,3157.0
Berger,Surulere,6.642,3.343,6.4969,3.355,20.13,73.8,heavy,sunny,taxi,14,0,6523.0
Victoria Island,Ojota,6.4281,3.4219,6.582,3.388,21.28,58.6,moderate,sunny,keke,7,1,4113.0
Ikoyi,CMS (Marina),6.4541,3.435,6.4549,3.3886,7.01,23.6,heavy,sunny,keke,14,0,1566.0
Ikeja,Yaba,6.6018,3.3515,6.5158,3.3892,12.4,32.7,moderate,sunny,brt,7,0,973.0
Murtala Muhammed Airport,Berger,6.5774,3.3212,6.642,3.343,10.89,41.6,heavy,cloudy,uber,19,0,4853.0
Oshodi,Ajah,6.5489,3.3286,6.4683,3.6015,44.75,69.2,low,sunny,bolt,17,1,10871.0
Berger,Victoria Island,6.642,3.343,6.4281,3.4219,31.37,69.6,moderate,sunny,bolt,6,0,8860.0
Berger,Yaba,6.642,3.343,6.5158,3.3892,19.46,44.0,moderate,rainy,uber,4,0,6530.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,26.2,168.0,gridlock,rainy,brt,23,1,3547.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,22.83,155.8,gridlock,cloudy,bolt,16,0,15776.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,19.28,48.7,moderate,sunny,taxi,7,0,5566.0
Murtala Muhammed Airport,Berger,6.5774,3.3212,6.642,3.343,9.39,16.9,low,sunny,keke,7,0,1527.0
Ajah,Ojota,6.4683,3.6015,6.582,3.388,32.67,78.8,moderate,sunny,keke,15,0,5647.0
CMS (Marina),Ajah,6.4549,3.3886,6.4683,3.6015,34.15,240.3,gridlock,sunny,danfo,6,0,7535.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,9.36,28.3,heavy,sunny,bolt,13,0,3740.0
Surulere,CMS (Marina),6.4969,3.355,6.4549,3.3886,8.17,13.7,low,sunny,brt,16,0,587.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,23.5,67.1,moderate,thunderstorm,uber,17,0,9972.0
Ojota,Yaba,6.582,3.388,6.5158,3.3892,9.35,21.2,moderate,sunny,brt,16,0,709.0
Oshodi,Surulere,6.5489,3.3286,6.4969,3.355,8.27,56.5,gridlock,thunderstorm,keke,19,0,3597.0
Berger,Oshodi,6.642,3.343,6.5489,3.3286,13.05,29.2,moderate,rainy,uber,8,0,4867.0
Surulere,Oshodi,6.4969,3.355,6.5489,3.3286,9.32,14.5,low,sunny,keke,8,0,1427.0
Yaba,Ajah,6.5158,3.3892,6.4683,3.6015,33.22,87.0,moderate,sunny,taxi,22,0,8396.0
Murtala Muhammed Airport,Berger,6.5774,3.3212,6.642,3.343,9.4,29.2,heavy,cloudy,uber,8,0,4731.0
Murtala Muhammed Airport,Berger,6.5774,3.3212,6.642,3.343,10.41,19.8,low,rainy,taxi,20,0,2549.0
Yaba,Ikoyi,6.5158,3.3892,6.4541,3.435,10.29,25.0,moderate,sunny,danfo,13,0,1016.0
Oshodi,CMS (Marina),6.5489,3.3286,6.4549,3.3886,17.37,60.8,heavy,sunny,brt,6,0,1703.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,21.52,55.5,moderate,sunny,bolt,11,0,5500.0
Yaba,Murtala Muhammed Airport,6.5158,3.3892,6.5774,3.3212,12.1,29.1,moderate,sunny,keke,18,0,2283.0
Lekki,Oshodi,6.4474,3.5562,6.5489,3.3286,33.62,113.7,heavy,sunny,danfo,9,0,3594.0
Ajah,Surulere,6.4683,3.6015,6.4969,3.355,34.29,245.2,gridlock,rainy,bolt,13,0,21892.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,4.09,7.7,low,cloudy,brt,18,0,338.0
Berger,Victoria Island,6.642,3.343,6.4281,3.4219,33.95,75.2,moderate,sunny,keke,19,0,4649.0
Murtala Muhammed Airport,Victoria Island,6.5774,3.3212,6.4281,3.4219,23.42,76.1,heavy,cloudy,bolt,15,0,9439.0
Berger,Murtala Muhammed Airport,6.642,3.343,6.5774,3.3212,9.72,56.2,gridlock,sunny,uber,3,0,6642.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,19.02,46.5,moderate,sunny,brt,15,1,1448.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,23.88,72.0,heavy,sunny,taxi,11,1,7822.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,23.19,80.7,heavy,sunny,keke,18,0,5647.0
Surulere,Victoria Island,6.4969,3.355,6.4281,3.4219,14.56,35.2,moderate,rainy,bolt,10,0,4405.0
Ojota,Ikoyi,6.582,3.388,6.4541,3.435,18.99,58.1,heavy,cloudy,brt,8,1,1904.0
CMS (Marina),Lekki,6.4549,3.3886,6.4474,3.5562,26.21,61.9,moderate,sunny,taxi,8,0,6920.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,42.24,70.7,low,cloudy,keke,21,0,4637.0
Ajah,Oshodi,6.4683,3.6015,6.5489,3.3286,45.6,90.0,low,sunny,taxi,1,0,9514.0
Surulere,Oshodi,6.4969,3.355,6.5489,3.3286,8.78,17.2,low,sunny,uber,11,0,2294.0
Victoria Island,Lekki,6.4281,3.4219,6.4474,3.5562,20.65,73.0,heavy,thunderstorm,bolt,7,0,10591.0
Maryland,Murtala Muhammed Airport,6.5783,3.3676,6.5774,3.3212,6.08,21.2,heavy,cloudy,brt,15,0,667.0
Yaba,Oshodi,6.5158,3.3892,6.5489,3.3286,9.74,60.0,gridlock,thunderstorm,taxi,19,1,6916.0
Maryland,Ikoyi,6.5783,3.3676,6.4541,3.435,18.39,43.1,moderate,cloudy,brt,16,1,1502.0
Maryland,CMS (Marina),6.5783,3.3676,6.4549,3.3886,17.91,68.8,heavy,thunderstorm,bolt,16,0,10332.0
Ikoyi,Ajah,6.4541,3.435,6.4683,3.6015,25.64,50.2,low,sunny,bolt,8,0,6094.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,39.29,86.7,moderate,rainy,taxi,8,0,11063.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,10.19,61.8,gridlock,sunny,uber,1,0,6766.0
Maryland,Surulere,6.5783,3.3676,6.4969,3.355,12.84,30.0,moderate,sunny,danfo,8,0,1452.0
Maryland,Oshodi,6.5783,3.3676,6.5489,3.3286,7.4,24.4,heavy,sunny,brt,15,0,740.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,13.81,54.3,heavy,rainy,uber,7,0,7163.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,22.21,50.2,moderate,sunny,taxi,10,0,4933.0
Berger,Yaba,6.642,3.343,6.5158,3.3892,18.78,53.0,moderate,cloudy,taxi,8,0,5893.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,9.86,60.0,gridlock,sunny,taxi,19,0,4847.0
Ikeja,Ojota,6.6018,3.3515,6.582,3.388,6.09,19.9,heavy,cloudy,keke,16,0,1730.0
Ojota,Murtala Muhammed Airport,6.582,3.388,6.5774,3.3212,9.45,26.3,moderate,cloudy,taxi,2,1,3158.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,20.4,52.1,moderate,cloudy,uber,18,0,6725.0
Murtala Muhammed Airport,Yaba,6.5774,3.3212,6.5158,3.3892,12.45,45.2,heavy,cloudy,keke,18,0,3305.0
Victoria Island,Lekki,6.4281,3.4219,6.4474,3.5562,18.06,48.5,moderate,cloudy,uber,7,0,6114.0
Lekki,Ajah,6.4474,3.5562,6.4683,3.6015,6.69,38.1,gridlock,sunny,bolt,7,0,5002.0
Maryland,Ikoyi,6.5783,3.3676,6.4541,3.435,22.24,54.4,moderate,sunny,danfo,22,0,1880.0
Ojota,Lekki,6.582,3.388,6.4474,3.5562,28.81,70.3,moderate,rainy,taxi,13,0,7229.0
Ajah,Surulere,6.4683,3.6015,6.4969,3.355,39.45,258.1,gridlock,cloudy,brt,8,0,5431.0
Murtala Muhammed Airport,Lekki,6.5774,3.3212,6.4474,3.5562,38.76,91.7,moderate,sunny,bolt,4,0,11053.0
Ikeja,Victoria Island,6.6018,3.3515,6.4281,3.4219,26.8,192.5,gridlock,rainy,taxi,10,0,15240.0
Murtala Muhammed Airport,CMS (Marina),6.5774,3.3212,6.4549,3.3886,18.53,41.1,moderate,sunny,uber,16,0,6337.0
Yaba,Ikeja,6.5158,3.3892,6.6018,3.3515,14.22,38.3,moderate,sunny,taxi,17,0,4435.0
Oshodi,Lekki,6.5489,3.3286,6.4474,3.5562,39.07,139.6,heavy,rainy,brt,17,1,4304.0
Maryland,Murtala Muhammed Airport,6.5783,3.3676,6.5774,3.3212,6.57,23.1,heavy,rainy,brt,17,0,869.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,6.22,14.1,moderate,cloudy,bolt,17,0,2741.0
Ikoyi,Murtala Muhammed Airport,6.4541,3.435,6.5774,3.3212,26.62,156.3,gridlock,rainy,bolt,22,1,18316.0
Ikoyi,Ikeja,6.4541,3.435,6.6018,3.3515,25.74,56.8,moderate,cloudy,taxi,10,1,6124.0
Murtala Muhammed Airport,Oshodi,6.5774,3.3212,6.5489,3.3286,4.51,30.6,gridlock,cloudy,taxi,3,1,3500.0
Berger,Victoria Island,6.642,3.343,6.4281,3.4219,32.41,57.7,low,thunderstorm,taxi,1,0,8492.0
Lekki,Berger,6.4474,3.5562,6.642,3.343,40.71,116.4,moderate,sunny,uber,1,1,13402.0
Ikeja,Ojota,6.6018,3.3515,6.582,3.388,6.04,21.4,heavy,thunderstorm,brt,7,0,830.0
Ikeja,Ikoyi,6.6018,3.3515,6.4541,3.435,24.53,54.1,moderate,sunny,uber,13,0,6147.0
Victoria Island,Ikeja,6.4281,3.4219,6.6018,3.3515,25.52,41.7,low,sunny,danfo,17,1,2223.0
Surulere,Oshodi,6.4969,3.355,6.5489,3.3286,7.67,25.9,heavy,sunny,taxi,0,1,3244.0
Yaba,Ikoyi,6.5158,3.3892,6.4541,3.435,10.0,20.1,low,cloudy,uber,14,1,2628.0
Surulere,Ojota,6.4969,3.355,6.582,3.388,14.34,33.5,moderate,sunny,uber,8,1,5256.0
Ikeja,Berger,6.6018,3.3515,6.642,3.343,5.9,10.2,low,sunny,danfo,13,0,551.0
CMS (Marina),Victoria Island,6.4549,3.3886,6.4281,3.4219,6.55,22.2,heavy,thunderstorm,brt,15,0,916.0
Surulere,Victoria Island,6.4969,3.355,6.4281,3.4219,14.17,26.4,low,rainy,brt,9,0,830.0
Victoria Island,Berger,6.4281,3.4219,6.642,3.343,35.56,109.1,heavy,sunny,bolt,15,0,13032.0
Murtala Muhammed Airport,Maryland,6.5774,3.3212,6.5783,3.3676,6.34,17.6,moderate,sunny,bolt,5,0,2252.0
Oshodi,Yaba,6.5489,3.3286,6.5158,3.3892,10.02,32.7,heavy,cloudy,danfo,8,1,1640.0
Lekki,Surulere,6.4474,3.5562,6.4969,3.355,27.77,48.0,low,cloudy,taxi,17,0,6581.0
Lekki,CMS (Marina),6.4474,3.5562,6.4549,3.3886,25.26,100.8,heavy,sunny,danfo,12,0,3163.0
Ajah,Oshodi,6.4683,3.6015,6.5489,3.3286,44.59,115.5,moderate,cloudy,brt,7,0,3214.0
Oshodi,Ikeja,6.5489,3.3286,6.6018,3.3515,8.14,16.7,low,thunderstorm,keke,10,1,1511.0
Murtala Muhammed Airport,Victoria Island,6.5774,3.3212,6.4281,3.4219,24.28,40.2,low,rainy,uber,14,1,6371.0
Ojota,Lekki,6.582,3.388,6.4474,3.5562,27.95,101.1,heavy,sunny,uber,10,1,10407.0
Surulere,Victoria Island,6.4969,3.355,6.4281,3.4219,14.01,22.3,low,cloudy,taxi,8,1,3348.0
Ikoyi,Surulere,6.4541,3.435,6.4969,3.355,12.44,28.4,moderate,thunderstorm,brt,14,1,1022.0
Yaba,Berger,6.5158,3.3892,6.642,3.343,21.25,75.3,heavy,sunny,bolt,4,0,8556.0
Lekki,Yaba,6.4474,3.5562,6.5158,3.3892,24.16,83.4,heavy,sunny,brt,13,0,1968.0
Victoria Island,Ajah,6.4281,3.4219,6.4683,3.6015,25.52,82.8,heavy,sunny,bolt,7,0,10750.0
Ikeja,Yaba,6.6018,3.3515,6.5158,3.3892,12.71,20.3,low,sunny,brt,5,0,665.0
Lekki,Ikeja,6.4474,3.5562,6.6018,3.3515,38.02,150.1,heavy,rainy,uber,6,0,19463.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,37.03,98.7,moderate,rainy,brt,13,0,2441.0
Ajah,Ojota,6.4683,3.6015,6.582,3.388,37.1,99.1,moderate,rainy,bolt,19,1,10674.0
Berger,Ajah,6.642,3.343,6.4683,3.6015,40.98,139.0,heavy,rainy,danfo,10,1,5054.0
Oshodi,Lekki,6.5489,3.3286,6.4474,3.5562,33.86,62.7,low,cloudy,danfo,15,0,2953.0
Ojota,Lekki,6.582,3.388,6.4474,3.5562,32.17,90.1,moderate,sunny,danfo,13,0,2875.0
Ojota,Lekki,6.582,3.388,6.4474,3.5562,28.03,61.1,moderate,cloudy,keke,19,0,4061.0
Murtala Muhammed Airport,Ikoyi,6.5774,3.3212,6.4541,3.435,22.76,65.4,moderate,cloudy,uber,18,0,8553.0
Ajah,Surulere,6.4683,3.6015,6.4969,3.355,31.75,88.8,moderate,cloudy,uber,19,0,9491.0
Berger,Ikeja,6.642,3.343,6.6018,3.3515,6.01,18.9,heavy,sunny,danfo,8,1,1014.0
Maryland,Berger,6.5783,3.3676,6.642,3.343,10.95,38.0,heavy,sunny,taxi,19,1,3916.0
Ikoyi,Oshodi,6.4541,3.435,6.5489,3.3286,21.86,47.6,moderate,rainy,brt,10,0,1478.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,19.36,30.5,low,thunderstorm,bolt,11,0,5345.0
Surulere,Berger,6.4969,3.355,6.642,3.343,21.2,57.6,moderate,sunny,uber,11,0,6211.0
Victoria Island,Oshodi,6.4281,3.4219,6.5489,3.3286,21.57,44.4,low,cloudy,brt,19,1,1192.0
Maryland,Victoria Island,6.5783,3.3676,6.4281,3.4219,24.22,44.6,low,cloudy,taxi,18,1,5534.0
Oshodi,Berger,6.5489,3.3286,6.642,3.343,14.98,25.5,low,sunny,bolt,13,1,3488.0
Yaba,CMS (Marina),6.5158,3.3892,6.4549,3.3886,7.83,17.2,moderate,sunny,danfo,12,1,798.0
CMS (Marina),Ikoyi,6.4549,3.3886,6.4541,3.435,7.27,22.5,heavy,thunderstorm,keke,15,0,2167.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,20.93,36.3,low,cloudy,keke,18,0,3039.0
Victoria Island,Lekki,6.4281,3.4219,6.4474,3.5562,19.74,66.4,heavy,sunny,uber,16,0,8185.0
Ojota,Maryland,6.582,3.388,6.5783,3.3676,2.72,5.9,moderate,rainy,bolt,8,0,1815.0
Ojota,CMS (Marina),6.582,3.388,6.4549,3.3886,19.5,38.7,low,sunny,keke,4,0,2528.0
Victoria Island,Maryland,6.4281,3.4219,6.5783,3.3676,24.29,55.4,moderate,sunny,keke,13,0,3321.0
CMS (Marina),Ojota,6.4549,3.3886,6.582,3.388,18.48,57.7,heavy,cloudy,keke,14,1,3668.0
Ikeja,Victoria Island,6.6018,3.3515,6.4281,3.4219,26.67,61.0,moderate,cloudy,keke,13,1,4054.0
CMS (Marina),Ajah,6.4549,3.3886,6.4683,3.6015,29.46,207.4,gridlock,sunny,uber,14,0,17018.0
Murtala Muhammed Airport,Ojota,6.5774,3.3212,6.582,3.388,10.56,19.4,low,sunny,uber,18,0,3379.0
Berger,Surulere,6.642,3.343,6.4969,3.355,18.84,51.1,moderate,thunderstorm,danfo,9,1,2221.0
Maryland,CMS (Marina),6.5783,3.3676,6.4549,3.3886,16.19,27.3,low,sunny,keke,9,0,1973.0
Ojota,Victoria Island,6.582,3.388,6.4281,3.4219,24.06,67.3,moderate,cloudy,danfo,4,0,2357.0
Yaba,Lekki,6.5158,3.3892,6.4474,3.5562,28.07,48.4,low,cloudy,danfo,9,0,2107.0
Ojota,Surulere,6.582,3.388,6.4969,3.355,12.49,30.3,moderate,cloudy,keke,19,0,2060.0
Maryland,Ajah,6.5783,3.3676,6.4683,3.6015,38.3,122.3,heavy,sunny,taxi,22,1,13525.0
Surulere,Ikoyi,6.4969,3.355,6.4541,3.435,12.24,32.8,moderate,sunny,uber,8,0,4817.0
Surulere,Lekki,6.4969,3.355,6.4474,3.5562,31.98,90.4,moderate,sunny,danfo,7,0,3330.0
Victoria Island,Murtala Muhammed Airport,6.4281,3.4219,6.5774,3.3212,25.63,42.1,low,rainy,keke,2,1,3269.0
Yaba,Ikoyi,6.5158,3.3892,6.4541,3.435,11.42,40.3,heavy,rainy,keke,20,0,2676.0
Ikoyi,Lekki,6.4541,3.435,6.4474,3.5562,18.78,53.3,moderate,sunny,danfo,19,0,1734.0
Berger,Murtala Muhammed Airport,6.642,3.343,6.5774,3.3212,9.92,65.3,gridlock,sunny,taxi,10,0,5178.0
Ikeja,CMS (Marina),6.6018,3.3515,6.4549,3.3886,22.47,80.0,heavy,rainy,taxi,19,0,7504.0
Murtala Muhammed Airport,Lekki,6.5774,3.3212,6.4474,3.5562,35.63,246.6,gridlock,rainy,bolt,7,0,25840.0
Murtala Muhammed Airport,Berger,6.5774,3.3212,6.642,3.343,10.13,33.4,heavy,cloudy,taxi,6,1,4285.0
Murtala Muhammed Airport,Yaba,6.5774,3.3212,6.5158,3.3892,11.88,45.0,heavy,rainy,bolt,1,0,6293.0
Ajah,Ojota,6.4683,3.6015,6.582,3.388,32.51,85.3,moderate,sunny,uber,17,0,10532.0
Ikeja,Ajah,6.6018,3.3515,6.4683,3.6015,40.33,99.4,moderate,sunny,keke,19,0,5886.0
Oshodi,Ojota,6.5489,3.3286,6.582,3.388,9.81,35.6,heavy,rainy,danfo,19,0,1407.0
CMS (Marina),Berger,6.4549,3.3886,6.642,3.343,28.29,71.2,moderate,rainy,bolt,8,1,10784.0
Ikoyi,Maryland,6.4541,3.435,6.5783,3.3676,22.03,68.7,heavy,sunny,taxi,9,1,6622.0
Lekki,Ajah,6.4474,3.5562,6.4683,3.6015,7.79,15.5,low,cloudy,taxi,12,0,1877.0
Ojota,Ikeja,6.582,3.388,6.6018,3.3515,5.43,12.0,moderate,sunny,bolt,5,0,1944.0
Ajah,Victoria Island,6.4683,3.6015,6.4281,3.4219,23.61,44.5,low,sunny,keke,14,0,2913.0
Lekki,Yaba,6.4474,3.5562,6.5158,3.3892,25.03,60.6,moderate,sunny,bolt,11,0,6088.0
Oshodi,Ikoyi,6.5489,3.3286,6.4541,3.435,19.85,52.3,moderate,sunny,brt,22,1,1332.0
Ojota,Ajah,6.582,3.388,6.4683,3.6015,35.27,134.6,heavy,cloudy,bolt,14,0,12643.0
Berger,Oshodi,6.642,3.343,6.5489,3.3286,14.32,93.0,gridlock,cloudy,bolt,15,0,10487.0
Ikeja,Maryland,6.6018,3.3515,6.5783,3.3676,4.5,8.3,low,thunderstorm,bolt,7,0,2069.0
Ikoyi,Surulere,6.4541,3.435,6.4969,3.355,13.34,32.4,moderate,cloudy,danfo,7,0,1442.0
Ajah,CMS (Marina),6.4683,3.6015,6.4549,3.3886,29.16,66.3,moderate,rainy,bolt,14,0,7769.0
Murtala Muhammed Airport,Maryland,6.5774,3.3212,6.5783,3.3676,7.4,21.3,moderate,rainy,brt,8,0,723.0
Maryland,Yaba,6.5783,3.3676,6.5158,3.3892,9.68,27.4,moderate,thunderstorm,keke,9,0,2036.0
Ikeja,Murtala Muhammed Airport,6.6018,3.3515,6.5774,3.3212,6.04,20.7,heavy,sunny,taxi,17,0,2763.0
Berger,Maryland,6.642,3.343,6.5783,3.3676,9.58,17.2,low,sunny,danfo,7,0,892.0
Ajah,Oshodi,6.4683,3.6015,6.5489,3.3286,42.85,151.9,heavy,rainy,uber,4,1,19943.0
Ajah,Maryland,6.4683,3.6015,6.5783,3.3676,39.05,153.8,heavy,rainy,bolt,13,0,15239.0
Ajah,Ikeja,6.4683,3.6015,6.6018,3.3515,37.22,106.4,moderate,rainy,bolt,16,0,13922.0
Berger,Murtala Muhammed Airport,6.642,3.343,6.5774,3.3212,8.77,15.1,low,sunny,bolt,5,1,2443.0
Victoria Island,Berger,6.4281,3.4219,6.642,3.343,30.44,51.8,low,sunny,keke,18,0,4158.0
Surulere,Ikoyi,6.4969,3.355,6.4541,3.435,14.3,45.0,heavy,sunny,taxi,12,1,4725.0
Ajah,Oshodi,6.4683,3.6015,6.5489,3.3286,41.31,77.1,low,rainy,brt,11,1,2410.0
Murtala Muhammed Airport,Ikeja,6.5774,3.3212,6.6018,3.3515,5.67,11.0,low,cloudy,taxi,5,0,1544.0
Surulere,Ikoyi,6.4969,3.355,6.4541,3.435,11.55,33.1,moderate,rainy,brt,16,1,1110.0
Ojota,Lekki,6.582,3.388,6.4474,3.5562,31.8,71.8,moderate,sunny,taxi,1,1,8671.0
Victoria Island,Yaba,6.4281,3.4219,6.5158,3.3892,14.69,27.8,low,rainy,uber,9,0,4024.0
Maryland,Victoria Island,6.5783,3.3676,6.4281,3.4219,24.37,174.5,gridlock,sunny,uber,8,1,17513.0
Lekki,Murtala Muhammed Airport,6.4474,3.5562,6.5774,3.3212,41.44,95.8,moderate,cloudy,taxi,18,0,10603.0
Victoria Island,Surulere,6.4281,3.4219,6.4969,3.355,13.42,23.4,low,rainy,brt,17,0,987.0
Oshodi,Berger,6.5489,3.3286,6.642,3.343,12.55,34.8,moderate,sunny,taxi,3,1,4254.0
Yaba,Berger,6.5158,3.3892,6.642,3.343,19.44,32.2,low,sunny,taxi,16,0,4475.0
CMS (Marina),Yaba,6.4549,3.3886,6.5158,3.3892,8.21,20.4,moderate,cloudy,bolt,15,0,3127.0
Yaba,CMS (Marina),6.5158,3.3892,6.4549,3.3886,8.74,33.7,heavy,sunny,danfo,11,1,1154.0
